key,value,date
FB,150.98,06/30/17
FB,148.43,07/03/17
FB,150.34,07/05/17
FB,148.82,07/06/17
FB,151.44,07/07/17
FB,153.50,07/10/17
FB,155.27,07/11/17
FB,158.90,07/12/17
FB,159.26,07/13/17
FB,159.97,07/14/17
FB,159.73,07/17/17
FB,162.86,07/18/17
FB,164.14,07/19/17
FB,164.53,07/20/17
FB,164.43,07/21/17
FB,166.00,07/24/17
FB,165.28,07/25/17
FB,165.61,07/26/17
FB,170.44,07/27/17
FB,172.45,07/28/17
FB,169.25,07/31/17
FB,169.86,08/01/17
FB,169.30,08/02/17
FB,168.59,08/03/17
FB,169.62,08/04/17
FB,171.98,08/07/17
FB,171.23,08/08/17
FB,171.18,08/09/17
FB,167.40,08/10/17
FB,168.08,08/11/17
FB,170.75,08/14/17
FB,171.00,08/15/17
FB,170.00,08/16/17
FB,166.91,08/17/17
FB,167.41,08/18/17
FB,167.78,08/21/17
FB,169.64,08/22/17
FB,168.71,08/23/17
FB,167.74,08/24/17
FB,166.32,08/25/17
FB,167.24,08/28/17
FB,168.05,08/29/17
FB,169.92,08/30/17
FB,171.97,08/31/17
FB,172.02,09/01/17
FB,170.72,09/05/17
FB,172.09,09/06/17
FB,173.21,09/07/17
FB,170.95,09/08/17
FB,173.51,09/11/17
FB,172.96,09/12/17
FB,173.05,09/13/17
NFLX,97.010002,09/14/16
NFLX,97.339996,09/15/16
NFLX,99.480003,09/16/16
NFLX,98.059998,09/19/16
NFLX,98.25,09/20/16
NFLX,94.879997,09/21/16
NFLX,95.830002,09/22/16
NFLX,95.940002,09/23/16
NFLX,94.559998,09/26/16
NFLX,97.07,09/27/16
NFLX,97.480003,09/28/16
NFLX,96.669998,09/29/16
NFLX,98.550003,09/30/16
NFLX,102.629997,10/03/16
NFLX,102.339996,10/04/16
NFLX,106.279999,10/05/16
NFLX,105.07,10/06/16
NFLX,104.82,10/07/16
NFLX,103.330002,10/10/16
NFLX,100.589996,10/11/16
NFLX,99.5,10/12/16
NFLX,100.230003,10/13/16
NFLX,101.470001,10/14/16
NFLX,99.800003,10/17/16
NFLX,118.790001,10/18/16
NFLX,121.870003,10/19/16
NFLX,123.349998,10/20/16
NFLX,127.5,10/21/16
NFLX,127.330002,10/24/16
NFLX,126.510002,10/25/16
NFLX,126.970001,10/26/16
NFLX,126.470001,10/27/16
NFLX,126.57,10/28/16
NFLX,124.870003,10/31/16
NFLX,123.300003,11/01/16
NFLX,122.339996,11/02/16
NFLX,122.139999,11/03/16
NFLX,122.029999,11/04/16
NFLX,124.580002,11/07/16
NFLX,124.339996,11/08/16
NFLX,122.190002,11/09/16
NFLX,115.419998,11/10/16
NFLX,114.779999,11/11/16
NFLX,113.379997,11/14/16
NFLX,113.589996,11/15/16
NFLX,115.190002,11/16/16
NFLX,115.029999,11/17/16
NFLX,115.209999,11/18/16
NFLX,117.959999,11/21/16
NFLX,118.040001,11/22/16
NFLX,117.690002,11/23/16
NFLX,117.410004,11/25/16
NFLX,116.93,11/28/16
NFLX,117.510002,11/29/16
NFLX,117,11/30/16
NFLX,117.220001,12/01/16
NFLX,120.809998,12/02/16
NFLX,119.160004,12/05/16
NFLX,124.57,12/06/16
NFLX,125.389999,12/07/16
NFLX,123.239998,12/08/16
NFLX,122.879997,12/09/16
NFLX,122.830002,12/12/16
NFLX,123.779999,12/13/16
NFLX,123.440002,12/14/16
NFLX,125,12/15/16
NFLX,124.220001,12/16/16
NFLX,125.449997,12/19/16
NFLX,125.120003,12/20/16
NFLX,126.5,12/21/16
NFLX,125.580002,12/22/16
NFLX,125.589996,12/23/16
NFLX,128.350006,12/27/16
NFLX,125.889999,12/28/16
NFLX,125.330002,12/29/16
NFLX,123.800003,12/30/16
NFLX,127.489998,01/03/17
NFLX,129.410004,01/04/17
NFLX,131.809998,01/05/17
NFLX,131.070007,01/06/17
NFLX,130.949997,01/09/17
NFLX,129.889999,01/10/17
NFLX,130.5,01/11/17
NFLX,129.179993,01/12/17
NFLX,133.699997,01/13/17
NFLX,132.889999,01/17/17
NFLX,133.259995,01/18/17
NFLX,138.410004,01/19/17
NFLX,138.600006,01/20/17
NFLX,137.389999,01/23/17
NFLX,140.110001,01/24/17
NFLX,139.520004,01/25/17
NFLX,138.960007,01/26/17
NFLX,142.449997,01/27/17
NFLX,141.220001,01/30/17
NFLX,140.710007,01/31/17
NFLX,140.779999,02/01/17
NFLX,139.199997,02/02/17
NFLX,140.25,02/03/17
NFLX,140.970001,02/06/17
NFLX,144,02/07/17
NFLX,144.740005,02/08/17
NFLX,144.139999,02/09/17
NFLX,144.820007,02/10/17
NFLX,143.199997,02/13/17
NFLX,140.820007,02/14/17
NFLX,142.270004,02/15/17
NFLX,142.009995,02/16/17
NFLX,142.220001,02/17/17
NFLX,142.600006,02/21/17
NFLX,143.860001,02/22/17
NFLX,142.779999,02/23/17
NFLX,143.25,02/24/17
NFLX,143.410004,02/27/17
NFLX,142.130005,02/28/17
NFLX,142.649994,03/01/17
NFLX,139.529999,03/02/17
NFLX,139.139999,03/03/17
NFLX,141.940002,03/06/17
NFLX,141.429993,03/07/17
NFLX,140.320007,03/08/17
NFLX,140.529999,03/09/17
NFLX,140.889999,03/10/17
NFLX,143.520004,03/13/17
NFLX,143.190002,03/14/17
NFLX,145.25,03/15/17
NFLX,144.389999,03/16/17
NFLX,145.110001,03/17/17
NFLX,145.830002,03/20/17
NFLX,142.419998,03/21/17
NFLX,142.649994,03/22/17
NFLX,141.839996,03/23/17
NFLX,142.020004,03/24/17
NFLX,144.059998,03/27/17
NFLX,145.169998,03/28/17
NFLX,146.470001,03/29/17
NFLX,148.059998,03/30/17
NFLX,147.809998,03/31/17
NFLX,146.919998,04/03/17
NFLX,145.5,04/04/17
NFLX,143.619995,04/05/17
NFLX,143.740005,04/06/17
NFLX,143.110001,04/07/17
NFLX,143.850006,04/10/17
NFLX,144.350006,04/11/17
NFLX,143.830002,04/12/17
NFLX,142.919998,04/13/17
NFLX,147.25,04/17/17
NFLX,143.360001,04/18/17
NFLX,139.759995,04/19/17
NFLX,141.179993,04/20/17
NFLX,142.869995,04/21/17
NFLX,143.830002,04/24/17
NFLX,152.160004,04/25/17
NFLX,150.169998,04/26/17
NFLX,153.080002,04/27/17
NFLX,152.199997,04/28/17
NFLX,155.350006,05/01/17
NFLX,156.449997,05/02/17
NFLX,155.589996,05/03/17
NFLX,157.25,05/04/17
NFLX,156.600006,05/05/17
NFLX,156.380005,05/08/17
NFLX,157.460007,05/09/17
NFLX,160.279999,05/10/17
NFLX,158.539993,05/11/17
NFLX,160.809998,05/12/17
NFLX,160.020004,05/15/17
NFLX,159.410004,05/16/17
NFLX,153.199997,05/17/17
NFLX,155.699997,05/18/17
NFLX,157.020004,05/19/17
NFLX,157.160004,05/22/17
NFLX,157.949997,05/23/17
NFLX,157.75,05/24/17
NFLX,163.050003,05/25/17
NFLX,162.429993,05/26/17
NFLX,163.220001,05/30/17
NFLX,163.070007,05/31/17
NFLX,162.990005,06/01/17
NFLX,165.179993,06/02/17
NFLX,165.059998,06/05/17
NFLX,165.169998,06/06/17
NFLX,165.610001,06/07/17
NFLX,165.880005,06/08/17
NFLX,158.029999,06/09/17
NFLX,151.440002,06/12/17
NFLX,152.720001,06/13/17
NFLX,152.199997,06/14/17
NFLX,151.759995,06/15/17
NFLX,152.380005,06/16/17
NFLX,153.399994,06/19/17
NFLX,152.050003,06/20/17
NFLX,155.029999,06/21/17
NFLX,154.889999,06/22/17
NFLX,158.020004,06/23/17
NFLX,157.5,06/26/17
NFLX,151.029999,06/27/17
NFLX,153.410004,06/28/17
NFLX,150.089996,06/29/17
NFLX,149.410004,06/30/17
NFLX,146.169998,07/03/17
NFLX,147.610001,07/05/17
NFLX,146.25,07/06/17
NFLX,150.179993,07/07/17
NFLX,152.669998,07/10/17
NFLX,154.330002,07/11/17
NFLX,158.75,07/12/17
NFLX,158.210007,07/13/17
NFLX,161.119995,07/14/17
NFLX,161.699997,07/17/17
NFLX,183.600006,07/18/17
NFLX,183.860001,07/19/17
NFLX,183.600006,07/20/17
NFLX,188.539993,07/21/17
NFLX,187.910004,07/24/17
NFLX,186.970001,07/25/17
NFLX,189.080002,07/26/17
NFLX,182.679993,07/27/17
NFLX,184.039993,07/28/17
NFLX,181.660004,07/31/17
NFLX,182.029999,08/01/17
NFLX,180.740005,08/02/17
NFLX,179.229996,08/03/17
NFLX,180.270004,08/04/17
NFLX,181.330002,08/07/17
NFLX,178.360001,08/08/17
NFLX,175.779999,08/09/17
NFLX,169.139999,08/10/17
NFLX,171.399994,08/11/17
NFLX,171,08/14/17
NFLX,168.5,08/15/17
NFLX,169.979996,08/16/17
NFLX,166.089996,08/17/17
NFLX,166.539993,08/18/17
NFLX,166.759995,08/21/17
NFLX,169.339996,08/22/17
NFLX,169.059998,08/23/17
NFLX,168.130005,08/24/17
NFLX,165.949997,08/25/17
NFLX,167.119995,08/28/17
NFLX,168.809998,08/29/17
NFLX,174.690002,08/30/17
NFLX,174.710007,08/31/17
NFLX,174.740005,09/01/17
NFLX,174.520004,09/05/17
NFLX,179.25,09/06/17
NFLX,179,09/07/17
NFLX,176.419998,09/08/17
NFLX,181.740005,09/11/17
NFLX,185.149994,09/12/17
NFLX,183.639999,09/13/17
